Product/Internal Reference,Product/Name,Product/Barcode,Financial Category,Available Quantity,Quantity,Lot/Serial Number,Location,Lot/Serial Number/Production Date,Lot/Serial Number/Expiration Date,Lot/Serial Number/Removal Date,Lot/Serial Number/Alert Date,Product/Breadfast Barcode
PROD-000129,Harvest Tomato Paste,BAR-0000000129,Water,178.0,178.0,LOT-0000000129,KAT/Stock/Zone (B),2023-12-12,2025-05-20,2025-02-04,2025-02-04,BREAD-0000000129
PROD-000130,Harvest Tomato Paste,UNKNOWN_BARCODE,Water,132.0,132.0,LOT-0000000130,KAT/Stock/Zone (B),2023-01-16,2025-04-09,2024-12-19,2024-12-19,BREAD-0000000130
PROD-000131,Flash,BAR-0000000131,All / Consumables / Cons - Operations,85.0,85.0,LOT-0000000131,KAT/Stock/Zone (A),2024-08-09,2025-12-02,2025-06-20,2025-06-20,UNKNOWN_BREADFAST_BARCODE
PROD-000132,Harvest Tomato Paste,BAR-0000000132,Coffee & Other Drinks,456.0,456.0,LOT-0000000132,KAT/Stock,2025-08-07,2027-08-03,2027-03-08,2027-03-08,BREAD-0000000132
PROD-000133,Big Tissue Roll,BAR-0000000133,Coffee & Other Drinks,352.0,352.0,LOT-0000000133,KAT/Stock/Zone (F),2023-09-17,2028-03-13,2027-11-11,2027-11-11,BREAD-0000000133
PROD-000134,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,270.0,270.0,LOT-0000000134,KAT/Stock,2023-12-27,2027-06-25,2027-01-10,2027-01-10,BREAD-0000000134
PROD-000135,A4 Paper,BAR-0000000135,All / Consumables / Cons - Operations,343.0,343.0,LOT-0000000135,KAT/Stock/Zone (B),2024-04-04,2025-10-03,2025-05-15,2025-05-15,BREAD-0000000135
PROD-000136,Argento Clear Offer,BAR-0000000136,All / Consumables / Cons - Operations,93.0,93.0,LOT-0000000136,KAT/Stock,2025-07-19,2028-05-24,2028-03-13,2028-03-13,BREAD-0000000136
PROD-000137,Puvana Natural Water,BAR-0000000137,Coffee & Other Drinks,381.0,381.0,LOT-0000000137,KAT/Stock/Zone (F),2025-12-22,2030-09-03,2030-07-11,2030-07-11,UNKNOWN_BREADFAST_BARCODE
PROD-000138,Rhodes Natural Feta Gold,BAR-0000000138,All / Consumables / Cons - Cleaning,355.0,355.0,LOT-0000000138,KAT/Stock,2023-04-10,2025-11-21,2025-07-21,2025-07-21,BREAD-0000000138
PROD-000139,Rhodes Cheddar Cheese,BAR-0000000139,Water,249.0,249.0,LOT-0000000139,KAT/Stock/Zone (B),2025-01-24,2028-11-19,2028-08-16,2028-08-16,BREAD-0000000139
PROD-000140,Flash,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,294.0,294.0,LOT-0000000140,KAT/Stock/Zone (F),2023-10-22,2028-08-31,2028-07-16,2028-07-16,BREAD-0000000140
PROD-000141,Argento Clear Offer,UNKNOWN_BARCODE,Centralized Fresh,197.0,197.0,LOT-0000000141,KAT/Stock,2025-07-17,2029-02-01,2028-09-16,2028-09-16,BREAD-0000000141
PROD-000142,Harvest Tomato Paste,BAR-0000000142,Coffee & Other Drinks,78.0,78.0,LOT-0000000142,KAT/Stock,2023-11-24,2028-09-16,2028-04-05,2028-04-05,BREAD-0000000142
PROD-000143,Puvana Natural Water,UNKNOWN_BARCODE,Personal Care,165.0,165.0,LOT-0000000143,KAT/Stock/Zone (F),2025-02-02,2028-03-05,2028-01-14,2028-01-14,BREAD-0000000143
PROD-000144,Harvest Tomato Paste,UNKNOWN_BARCODE,Coffee & Other Drinks,38.0,38.0,LOT-0000000144,KAT/Stock/Zone (B),2025-12-01,2028-08-03,2028-06-25,2028-06-25,BREAD-0000000144
PROD-000145,Shanon,BAR-0000000145,All / ASTS / Furniture,307.0,307.0,LOT-0000000145,KAT/Stock/Zone (F),2023-08-30,2024-11-15,2024-07-19,2024-07-19,UNKNOWN_BREADFAST_BARCODE
PROD-000146,Shanon,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,213.0,213.0,LOT-0000000146,KAT/Stock/Zone (B),2025-11-17,2030-04-14,2029-10-26,2029-10-26,BREAD-0000000146
PROD-000147,Puvana Natural Water,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,130.0,130.0,LOT-0000000147,KAT/Stock,2024-04-03,2029-03-08,2028-12-27,2028-12-27,BREAD-0000000147
PROD-000148,Puvana Natural Water,BAR-0000000148,Commodities,156.0,156.0,LOT-0000000148,KAT/Stock/Zone (F),2024-10-28,2027-09-09,2027-07-14,2027-07-14,UNKNOWN_BREADFAST_BARCODE
PROD-000149,Flash,BAR-0000000149,All / Consumables / Cons - Operations,476.0,476.0,LOT-0000000149,KAT/Stock/Zone (B),2023-08-08,2027-09-01,2027-04-25,2027-04-25,BREAD-0000000149
PROD-000150,Puvana Natural Water,UNKNOWN_BARCODE,Centralized Fresh,381.0,381.0,LOT-0000000150,KAT/Stock/Zone (F),2025-05-08,2027-06-04,2027-04-25,2027-04-25,BREAD-0000000150
PROD-000151,Big Tissue Roll,BAR-0000000151,Water,158.0,158.0,LOT-0000000151,KAT/Stock,2023-09-21,2025-12-31,2025-07-18,2025-07-18,BREAD-0000000151
PROD-000152,Harvest Tomato Paste,BAR-0000000152,All / ASTS / Furniture,492.0,492.0,LOT-0000000152,KAT/Stock/Zone (F),2023-05-01,2026-09-16,2026-05-29,2026-05-29,BREAD-0000000152
PROD-000153,Rhodes Cheddar Cheese,BAR-0000000153,All / Consumables / Cons - Cleaning,321.0,321.0,LOT-0000000153,KAT/Stock,2025-12-05,2030-09-29,2030-07-07,2030-07-07,BREAD-0000000153
PROD-000154,Elano Water Carton,BAR-0000000154,Water,226.0,226.0,LOT-0000000154,KAT/Stock,2024-03-10,2029-01-24,2028-12-21,2028-12-21,BREAD-0000000154
PROD-000155,Puvana Natural Water,UNKNOWN_BARCODE,Water,44.0,44.0,LOT-0000000155,KAT/Stock,2024-04-28,2025-05-15,2025-02-06,2025-02-06,BREAD-0000000155
PROD-000156,Rhodes Natural Feta Gold,BAR-0000000156,Personal Care,200.0,200.0,LOT-0000000156,KAT/Stock/Zone (B),2023-10-07,2028-01-26,2027-11-20,2027-11-20,BREAD-0000000156
PROD-000157,Shanon,BAR-0000000157,Personal Care,21.0,21.0,LOT-0000000157,KAT/Stock/Zone (B),2025-11-11,2030-01-20,2029-10-17,2029-10-17,UNKNOWN_BREADFAST_BARCODE
PROD-000158,Big Tissue Roll,BAR-0000000158,All / Consumables / Cons - Cleaning,338.0,338.0,LOT-0000000158,KAT/Stock/Zone (A),2024-12-14,2029-09-01,2029-05-31,2029-05-31,BREAD-0000000158
PROD-000159,Argento Clear Offer,BAR-0000000159,All / Consumables / Cons - Cleaning,241.0,241.0,LOT-0000000159,KAT/Stock/Zone (B),2023-03-09,2024-05-08,2024-01-23,2024-01-23,BREAD-0000000159
PROD-000160,Elano Water Carton,BAR-0000000160,All / Consumables / Cons - Cleaning,228.0,228.0,LOT-0000000160,KAT/Stock/Zone (A),2025-01-12,2026-06-23,2026-05-06,2026-05-06,BREAD-0000000160
PROD-000161,Rhodes Cheddar Cheese,BAR-0000000161,All / Consumables / Cons - Cleaning,393.0,393.0,LOT-0000000161,KAT/Stock/Zone (F),2025-12-17,2028-06-20,2028-02-13,2028-02-13,BREAD-0000000161
PROD-000162,Elano Water Carton,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,237.0,237.0,LOT-0000000162,KAT/Stock,2025-10-18,2027-04-14,2027-02-19,2027-02-19,BREAD-0000000162
PROD-000163,Puvana Natural Water,BAR-0000000163,Coffee & Other Drinks,148.0,148.0,LOT-0000000163,KAT/Stock/Zone (B),2023-10-18,2028-03-28,2028-01-11,2028-01-11,BREAD-0000000163
PROD-000164,Flash,BAR-0000000164,Coffee & Other Drinks,272.0,272.0,LOT-0000000164,KAT/Stock,2023-06-18,2027-06-05,2027-02-23,2027-02-23,UNKNOWN_BREADFAST_BARCODE
PROD-000165,Shanon,BAR-0000000165,Water,66.0,66.0,LOT-0000000165,KAT/Stock/Zone (A),2024-07-09,2028-12-11,2028-10-08,2028-10-08,BREAD-0000000165
PROD-000166,Shanon,BAR-0000000166,Coffee & Other Drinks,6.0,6.0,LOT-0000000166,KAT/Stock/Zone (B),2023-12-19,2025-08-13,2025-02-22,2025-02-22,BREAD-0000000166
PROD-000167,Argento Clear Offer,BAR-0000000167,Commodities,232.0,232.0,LOT-0000000167,KAT/Stock/Zone (B),2023-10-10,2026-04-29,2026-02-10,2026-02-10,BREAD-0000000167
PROD-000168,Flash,BAR-0000000168,Water,356.0,356.0,LOT-0000000168,KAT/Stock/Zone (B),2025-12-25,2029-01-08,2028-07-14,2028-07-14,BREAD-0000000168
PROD-000169,Harvest Tomato Paste,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,291.0,291.0,LOT-0000000169,KAT/Stock/Zone (B),2024-03-31,2025-06-22,2025-02-24,2025-02-24,BREAD-0000000169
PROD-000170,A4 Paper,BAR-0000000170,Commodities,255.0,255.0,LOT-0000000170,KAT/Stock,2025-08-16,2029-07-15,2029-03-22,2029-03-22,UNKNOWN_BREADFAST_BARCODE
PROD-000171,Big Tissue Roll,UNKNOWN_BARCODE,Coffee & Other Drinks,66.0,66.0,LOT-0000000171,KAT/Stock/Zone (B),2025-10-01,2027-12-12,2027-07-05,2027-07-05,BREAD-0000000171
PROD-000172,Shanon,BAR-0000000172,Water,249.0,249.0,LOT-0000000172,KAT/Stock/Zone (A),2024-04-21,2026-10-01,2026-04-30,2026-04-30,BREAD-0000000172
PROD-000173,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,76.0,76.0,LOT-0000000173,KAT/Stock/Zone (B),2023-10-12,2025-01-23,2024-10-13,2024-10-13,BREAD-0000000173
PROD-000174,Shanon,BAR-0000000174,All / ASTS / Furniture,488.0,488.0,LOT-0000000174,KAT/Stock/Zone (A),2023-01-31,2025-07-20,2025-03-02,2025-03-02,BREAD-0000000174
PROD-000175,Elano Water Carton,UNKNOWN_BARCODE,Coffee & Other Drinks,413.0,413.0,LOT-0000000175,KAT/Stock/Zone (A),2024-03-23,2026-04-08,2025-10-16,2025-10-16,BREAD-0000000175
PROD-000176,Shanon,BAR-0000000176,Commodities,86.0,86.0,LOT-0000000176,KAT/Stock,2023-08-02,2027-08-22,2027-04-10,2027-04-10,BREAD-0000000176
PROD-000177,Shanon,BAR-0000000177,Personal Care,251.0,251.0,LOT-0000000177,KAT/Stock/Zone (B),2025-11-14,2030-04-05,2029-12-09,2029-12-09,BREAD-0000000177
PROD-000178,A4 Paper,BAR-0000000178,Commodities,454.0,454.0,LOT-0000000178,KAT/Stock/Zone (A),2024-02-01,2025-09-04,2025-07-29,2025-07-29,BREAD-0000000178
PROD-000179,A4 Paper,UNKNOWN_BARCODE,Commodities,221.0,221.0,LOT-0000000179,KAT/Stock/Zone (B),2023-12-03,2026-04-04,2025-10-23,2025-10-23,BREAD-0000000179
PROD-000180,Rhodes Cheddar Cheese,BAR-0000000180,Personal Care,412.0,412.0,LOT-0000000180,KAT/Stock,2025-07-24,2026-12-21,2026-11-13,2026-11-13,BREAD-0000000180
PROD-000181,Harvest Tomato Paste,BAR-0000000181,Water,71.0,71.0,LOT-0000000181,KAT/Stock,2025-08-25,2030-06-22,2030-05-09,2030-05-09,BREAD-0000000181
PROD-000182,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / ASTS / Furniture,201.0,201.0,LOT-0000000182,KAT/Stock/Zone (B),2025-05-04,2028-07-24,2028-04-22,2028-04-22,BREAD-0000000182
PROD-000183,Shanon,BAR-0000000183,Personal Care,416.0,416.0,LOT-0000000183,KAT/Stock/Zone (A),2025-06-21,2028-03-12,2027-10-11,2027-10-11,BREAD-0000000183
PROD-000184,Shanon,UNKNOWN_BARCODE,Coffee & Other Drinks,58.0,58.0,LOT-0000000184,KAT/Stock/Zone (F),2024-11-02,2026-12-28,2026-11-18,2026-11-18,BREAD-0000000184
PROD-000185,Big Tissue Roll,BAR-0000000185,All / ASTS / Furniture,275.0,275.0,LOT-0000000185,KAT/Stock/Zone (F),2025-02-07,2027-11-14,2027-07-13,2027-07-13,BREAD-0000000185
PROD-000186,A4 Paper,UNKNOWN_BARCODE,Commodities,220.0,220.0,LOT-0000000186,KAT/Stock,2024-09-14,2026-04-08,2025-11-10,2025-11-10,BREAD-0000000186
PROD-000187,Rhodes Natural Feta Gold,BAR-0000000187,All / Consumables / Cons - Operations,156.0,156.0,LOT-0000000187,KAT/Stock/Zone (A),2024-07-12,2027-08-25,2027-06-12,2027-06-12,BREAD-0000000187
PROD-000188,Argento Clear Offer,BAR-0000000188,Centralized Fresh,180.0,180.0,LOT-0000000188,KAT/Stock/Zone (F),2024-07-01,2027-10-12,2027-06-28,2027-06-28,BREAD-0000000188
PROD-000189,Rhodes Cheddar Cheese,BAR-0000000189,Water,212.0,212.0,LOT-0000000189,KAT/Stock/Zone (A),2025-07-11,2028-02-18,2027-10-18,2027-10-18,BREAD-0000000189
PROD-000190,Harvest Tomato Paste,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,128.0,128.0,LOT-0000000190,KAT/Stock/Zone (B),2024-07-07,2027-01-21,2026-10-25,2026-10-25,BREAD-0000000190
PROD-000191,Flash,BAR-0000000191,All / Consumables / Cons - Operations,242.0,242.0,LOT-0000000191,KAT/Stock,2024-04-23,2025-12-04,2025-06-18,2025-06-18,BREAD-0000000191
PROD-000192,Harvest Tomato Paste,BAR-0000000192,All / ASTS / Furniture,417.0,417.0,LOT-0000000192,KAT/Stock/Zone (B),2025-04-23,2028-07-04,2028-03-12,2028-03-12,BREAD-0000000192
PROD-000193,Elano Water Carton,UNKNOWN_BARCODE,Water,171.0,171.0,LOT-0000000193,KAT/Stock/Zone (B),2023-03-11,2026-01-28,2025-12-04,2025-12-04,BREAD-0000000193
PROD-000194,Shanon,BAR-0000000194,All / Consumables / Cons - Operations,479.0,479.0,LOT-0000000194,KAT/Stock/Zone (B),2024-05-19,2029-03-29,2028-11-06,2028-11-06,UNKNOWN_BREADFAST_BARCODE
PROD-000195,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,364.0,364.0,LOT-0000000195,KAT/Stock/Zone (A),2023-04-20,2024-08-02,2024-05-28,2024-05-28,BREAD-0000000195
PROD-000196,Elano Water Carton,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,269.0,269.0,LOT-0000000196,KAT/Stock/Zone (F),2024-02-01,2028-02-04,2027-12-14,2027-12-14,BREAD-0000000196
PROD-000197,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,420.0,420.0,LOT-0000000197,KAT/Stock/Zone (B),2023-12-17,2026-05-15,2026-02-10,2026-02-10,UNKNOWN_BREADFAST_BARCODE
PROD-000198,Flash,UNKNOWN_BARCODE,Centralized Fresh,162.0,162.0,LOT-0000000198,KAT/Stock,2025-09-21,2029-04-25,2029-02-10,2029-02-10,BREAD-0000000198
PROD-000199,A4 Paper,BAR-0000000199,All / Consumables / Cons - Cleaning,442.0,442.0,LOT-0000000199,KAT/Stock/Zone (A),2025-02-27,2026-09-01,2026-05-21,2026-05-21,BREAD-0000000199
PROD-000200,Rhodes Cheddar Cheese,BAR-0000000200,All / Consumables / Cons - Cleaning,23.0,23.0,LOT-0000000200,KAT/Stock/Zone (F),2024-02-25,2026-08-09,2026-03-31,2026-03-31,UNKNOWN_BREADFAST_BARCODE
PROD-000201,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / ASTS / Furniture,496.0,496.0,LOT-0000000201,KAT/Stock/Zone (B),2025-07-10,2027-04-10,2027-02-12,2027-02-12,BREAD-0000000201
PROD-000202,Shanon,BAR-0000000202,All / Consumables / Cons - Operations,192.0,192.0,LOT-0000000202,KAT/Stock,2023-04-21,2025-10-10,2025-05-05,2025-05-05,BREAD-0000000202
PROD-000203,Puvana Natural Water,BAR-0000000203,Centralized Fresh,365.0,365.0,LOT-0000000203,KAT/Stock/Zone (B),2023-07-28,2026-05-05,2026-01-24,2026-01-24,BREAD-0000000203
PROD-000204,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,389.0,389.0,LOT-0000000204,KAT/Stock/Zone (F),2025-07-19,2026-08-05,2026-05-27,2026-05-27,UNKNOWN_BREADFAST_BARCODE
PROD-000205,Big Tissue Roll,BAR-0000000205,Coffee & Other Drinks,496.0,496.0,LOT-0000000205,KAT/Stock/Zone (F),2024-02-29,2025-12-09,2025-10-18,2025-10-18,BREAD-0000000205
PROD-000206,Flash,UNKNOWN_BARCODE,Coffee & Other Drinks,451.0,451.0,LOT-0000000206,KAT/Stock/Zone (B),2023-11-24,2028-07-10,2028-03-16,2028-03-16,UNKNOWN_BREADFAST_BARCODE
PROD-000207,Flash,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,293.0,293.0,LOT-0000000207,KAT/Stock/Zone (B),2023-01-11,2026-07-30,2026-06-24,2026-06-24,BREAD-0000000207
PROD-000208,Big Tissue Roll,UNKNOWN_BARCODE,Personal Care,128.0,128.0,LOT-0000000208,KAT/Stock/Zone (A),2025-05-05,2029-02-11,2028-11-02,2028-11-02,BREAD-0000000208
PROD-000209,Argento Clear Offer,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,40.0,40.0,LOT-0000000209,KAT/Stock/Zone (F),2023-09-11,2027-03-03,2026-12-21,2026-12-21,UNKNOWN_BREADFAST_BARCODE
PROD-000210,Big Tissue Roll,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,30.0,30.0,LOT-0000000210,KAT/Stock/Zone (F),2023-05-09,2026-02-16,2025-08-29,2025-08-29,BREAD-0000000210
PROD-000211,Big Tissue Roll,UNKNOWN_BARCODE,Commodities,35.0,35.0,LOT-0000000211,KAT/Stock/Zone (B),2023-04-10,2026-08-08,2026-06-26,2026-06-26,UNKNOWN_BREADFAST_BARCODE
PROD-000212,Flash,BAR-0000000212,Centralized Fresh,456.0,456.0,LOT-0000000212,KAT/Stock,2023-10-17,2025-06-29,2025-02-20,2025-02-20,BREAD-0000000212
PROD-000213,Harvest Tomato Paste,BAR-0000000213,Personal Care,360.0,360.0,LOT-0000000213,KAT/Stock/Zone (B),2024-10-07,2029-03-02,2028-10-13,2028-10-13,UNKNOWN_BREADFAST_BARCODE
PROD-000214,Flash,UNKNOWN_BARCODE,Centralized Fresh,252.0,252.0,LOT-0000000214,KAT/Stock/Zone (B),2024-10-26,2027-07-31,2027-04-02,2027-04-02,UNKNOWN_BREADFAST_BARCODE
PROD-000215,Puvana Natural Water,UNKNOWN_BARCODE,All / ASTS / Furniture,437.0,437.0,LOT-0000000215,KAT/Stock/Zone (F),2024-11-28,2026-11-19,2026-07-29,2026-07-29,BREAD-0000000215
PROD-000216,Shanon,BAR-0000000216,All / Consumables / Cons - Cleaning,364.0,364.0,LOT-0000000216,KAT/Stock/Zone (A),2023-07-02,2025-03-13,2024-11-02,2024-11-02,BREAD-0000000216
PROD-000217,Elano Water Carton,BAR-0000000217,All / Consumables / Cons - Cleaning,214.0,214.0,LOT-0000000217,KAT/Stock/Zone (B),2023-12-17,2026-08-15,2026-07-03,2026-07-03,BREAD-0000000217
PROD-000218,Harvest Tomato Paste,BAR-0000000218,Coffee & Other Drinks,286.0,286.0,LOT-0000000218,KAT/Stock,2024-12-08,2029-06-27,2029-05-01,2029-05-01,BREAD-0000000218
PROD-000219,A4 Paper,BAR-0000000219,All / ASTS / Furniture,255.0,255.0,LOT-0000000219,KAT/Stock,2024-11-08,2026-10-07,2026-08-09,2026-08-09,BREAD-0000000219
PROD-000220,Elano Water Carton,UNKNOWN_BARCODE,Coffee & Other Drinks,412.0,412.0,LOT-0000000220,KAT/Stock/Zone (B),2025-03-12,2030-01-01,2029-09-15,2029-09-15,BREAD-0000000220
PROD-000221,Shanon,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,368.0,368.0,LOT-0000000221,KAT/Stock,2023-12-06,2024-12-19,2024-09-27,2024-09-27,BREAD-0000000221
PROD-000222,Puvana Natural Water,BAR-0000000222,All / Consumables / Cons - Cleaning,468.0,468.0,LOT-0000000222,KAT/Stock,2023-04-21,2024-10-15,2024-04-29,2024-04-29,BREAD-0000000222
PROD-000223,Puvana Natural Water,BAR-0000000223,All / Consumables / Cons - Operations,386.0,386.0,LOT-0000000223,KAT/Stock/Zone (B),2023-09-18,2028-08-13,2028-03-23,2028-03-23,UNKNOWN_BREADFAST_BARCODE
PROD-000224,A4 Paper,BAR-0000000224,Centralized Fresh,185.0,185.0,LOT-0000000224,KAT/Stock,2024-01-06,2025-04-02,2024-11-04,2024-11-04,BREAD-0000000224
PROD-000225,Harvest Tomato Paste,UNKNOWN_BARCODE,Personal Care,473.0,473.0,LOT-0000000225,KAT/Stock,2024-08-26,2025-11-27,2025-08-15,2025-08-15,BREAD-0000000225
PROD-000226,Argento Clear Offer,BAR-0000000226,Personal Care,60.0,60.0,LOT-0000000226,KAT/Stock/Zone (B),2024-03-24,2027-07-16,2027-04-08,2027-04-08,BREAD-0000000226
PROD-000227,Big Tissue Roll,BAR-0000000227,Personal Care,261.0,261.0,LOT-0000000227,KAT/Stock/Zone (F),2025-05-10,2030-03-28,2029-12-22,2029-12-22,BREAD-0000000227
PROD-000228,Harvest Tomato Paste,BAR-0000000228,Coffee & Other Drinks,275.0,275.0,LOT-0000000228,KAT/Stock/Zone (A),2025-12-06,2027-01-02,2026-11-19,2026-11-19,UNKNOWN_BREADFAST_BARCODE
PROD-000229,Argento Clear Offer,BAR-0000000229,Water,110.0,110.0,LOT-0000000229,KAT/Stock/Zone (A),2024-10-17,2027-09-13,2027-04-05,2027-04-05,BREAD-0000000229
PROD-000230,Puvana Natural Water,BAR-0000000230,All / ASTS / Furniture,316.0,316.0,LOT-0000000230,KAT/Stock/Zone (F),2023-05-29,2024-08-10,2024-04-05,2024-04-05,BREAD-0000000230
PROD-000231,Flash,BAR-0000000231,Personal Care,429.0,429.0,LOT-0000000231,KAT/Stock/Zone (B),2023-12-16,2025-02-06,2024-09-28,2024-09-28,BREAD-0000000231
PROD-000232,Shanon,BAR-0000000232,All / Consumables / Cons - Cleaning,140.0,140.0,LOT-0000000232,KAT/Stock/Zone (F),2023-11-19,2025-10-04,2025-05-23,2025-05-23,BREAD-0000000232
PROD-000233,A4 Paper,BAR-0000000233,All / ASTS / Furniture,232.0,232.0,LOT-0000000233,KAT/Stock/Zone (A),2025-05-14,2028-06-11,2028-02-17,2028-02-17,BREAD-0000000233
PROD-000234,Shanon,BAR-0000000234,Centralized Fresh,22.0,22.0,LOT-0000000234,KAT/Stock/Zone (A),2025-10-01,2030-03-11,2030-01-04,2030-01-04,BREAD-0000000234
PROD-000235,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Centralized Fresh,78.0,78.0,LOT-0000000235,KAT/Stock/Zone (A),2024-02-02,2026-10-23,2026-05-24,2026-05-24,BREAD-0000000235
PROD-000236,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Coffee & Other Drinks,493.0,493.0,LOT-0000000236,KAT/Stock/Zone (A),2024-10-07,2029-03-13,2028-10-03,2028-10-03,BREAD-0000000236
PROD-000237,Harvest Tomato Paste,UNKNOWN_BARCODE,Centralized Fresh,30.0,30.0,LOT-0000000237,KAT/Stock/Zone (B),2024-02-17,2026-01-13,2025-12-05,2025-12-05,UNKNOWN_BREADFAST_BARCODE
PROD-000238,Puvana Natural Water,UNKNOWN_BARCODE,Centralized Fresh,3.0,3.0,LOT-0000000238,KAT/Stock/Zone (A),2023-02-06,2024-12-18,2024-10-23,2024-10-23,BREAD-0000000238
PROD-000239,Puvana Natural Water,BAR-0000000239,Commodities,458.0,458.0,LOT-0000000239,KAT/Stock/Zone (A),2023-07-06,2024-10-13,2024-06-22,2024-06-22,BREAD-0000000239
PROD-000240,Big Tissue Roll,BAR-0000000240,Water,117.0,117.0,LOT-0000000240,KAT/Stock/Zone (B),2024-02-24,2025-10-28,2025-09-24,2025-09-24,BREAD-0000000240
PROD-000241,Big Tissue Roll,BAR-0000000241,Commodities,65.0,65.0,LOT-0000000241,KAT/Stock/Zone (F),2024-12-25,2028-05-03,2027-12-27,2027-12-27,UNKNOWN_BREADFAST_BARCODE
PROD-000242,Big Tissue Roll,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,399.0,399.0,LOT-0000000242,KAT/Stock/Zone (B),2023-07-06,2026-11-21,2026-06-16,2026-06-16,UNKNOWN_BREADFAST_BARCODE
PROD-000243,Flash,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,370.0,370.0,LOT-0000000243,KAT/Stock/Zone (A),2024-04-15,2025-11-21,2025-09-22,2025-09-22,BREAD-0000000243
PROD-000244,Elano Water Carton,BAR-0000000244,Commodities,286.0,286.0,LOT-0000000244,KAT/Stock,2025-03-20,2029-12-11,2029-10-24,2029-10-24,UNKNOWN_BREADFAST_BARCODE
PROD-000245,Rhodes Cheddar Cheese,BAR-0000000245,Personal Care,175.0,175.0,LOT-0000000245,KAT/Stock/Zone (B),2023-11-26,2025-04-21,2025-01-28,2025-01-28,UNKNOWN_BREADFAST_BARCODE
PROD-000246,Elano Water Carton,BAR-0000000246,Water,122.0,122.0,LOT-0000000246,KAT/Stock/Zone (B),2025-08-15,2029-05-23,2028-12-17,2028-12-17,BREAD-0000000246
PROD-000247,Shanon,UNKNOWN_BARCODE,Coffee & Other Drinks,230.0,230.0,LOT-0000000247,KAT/Stock/Zone (F),2023-11-16,2028-06-26,2028-01-17,2028-01-17,BREAD-0000000247
PROD-000248,Elano Water Carton,BAR-0000000248,All / Consumables / Cons - Operations,42.0,42.0,LOT-0000000248,KAT/Stock/Zone (A),2024-04-19,2029-03-19,2029-01-01,2029-01-01,BREAD-0000000248
PROD-000249,Flash,BAR-0000000249,Commodities,491.0,491.0,LOT-0000000249,KAT/Stock,2025-04-05,2027-11-06,2027-08-20,2027-08-20,BREAD-0000000249
PROD-000250,Shanon,BAR-0000000250,Coffee & Other Drinks,3.0,3.0,LOT-0000000250,KAT/Stock/Zone (B),2024-05-28,2026-09-17,2026-04-24,2026-04-24,BREAD-0000000250
PROD-000251,Elano Water Carton,BAR-0000000251,Coffee & Other Drinks,189.0,189.0,LOT-0000000251,KAT/Stock/Zone (B),2023-11-30,2027-10-12,2027-07-19,2027-07-19,BREAD-0000000251
PROD-000252,Flash,UNKNOWN_BARCODE,Centralized Fresh,303.0,303.0,LOT-0000000252,KAT/Stock/Zone (B),2025-12-30,2029-05-30,2029-02-16,2029-02-16,UNKNOWN_BREADFAST_BARCODE
PROD-000253,Rhodes Cheddar Cheese,BAR-0000000253,All / Consumables / Cons - Operations,411.0,411.0,LOT-0000000253,KAT/Stock,2024-04-09,2028-07-31,2028-06-26,2028-06-26,BREAD-0000000253
PROD-000254,Elano Water Carton,UNKNOWN_BARCODE,All / ASTS / Furniture,249.0,249.0,LOT-0000000254,KAT/Stock/Zone (B),2024-12-24,2026-06-11,2026-02-26,2026-02-26,BREAD-0000000254
PROD-000255,Flash,BAR-0000000255,Personal Care,143.0,143.0,LOT-0000000255,KAT/Stock/Zone (B),2023-01-08,2025-03-20,2024-10-29,2024-10-29,BREAD-0000000255
PROD-000256,Big Tissue Roll,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,486.0,486.0,LOT-0000000256,KAT/Stock,2023-06-13,2027-03-25,2026-10-21,2026-10-21,BREAD-0000000256
PROD-000257,Puvana Natural Water,UNKNOWN_BARCODE,All / ASTS / Furniture,344.0,344.0,LOT-0000000257,KAT/Stock/Zone (B),2025-02-19,2026-12-16,2026-10-12,2026-10-12,BREAD-0000000257
